PROGRAM NAME,MAJOR,ENROLLMENT,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,FIST YEAR,,,SECOND YEAR,,,THIRD YEAR,,,FOURTH YEAR,,,FIFTH YEAR,,,SIXTH YEAR,,,TOTAL YEAR,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
BS ELECTRICAL ENGINEERING,,46,23,69,76,34,110,31,17,48,91,21,112,3,3,6,0,0,0,247,98,345
BS COMPUTER ENGINEERING (DAY CLASS),,50,19,69,65,23,88,18,13,31,45,29,74,13,1,14,0,0,0,191,85,276
BS COMPUTER ENGINEERING (NIGHT CLASS),,24,6,30,27,8,35,0,0,0,8,4,12,12,6,18,0,0,0,71,24,95
BACHELOR OF SECONDARY EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,ENGLISH,12,95,107,22,73,95,8,74,82,11,46,57,0,0,0,0,0,0,53,288,341
,MATHEMATICS,10,17,27,11,21,32,3,19,22,2,5,7,0,0,0,0,0,0,26,62,88
,SCIENCE / BIOLOGICAL SCIENCES,14,20,34,9,20,29,8,19,27,6,14,20,0,0,0,0,0,0,37,73,110
,,36,132,168,42,114,156,19,112,131,19,65,84,0,0,0,0,0,0,116,423,539
BS COMPUTER SCIENCE,,66,32,98,37,15,52,20,17,37,100,66,166,1,1,2,0,0,0,224,131,355
BS INFORMATION TECHNOLOGY,,102,38,140,109,44,153,79,64,143,145,92,237,0,0,0,0,0,0,435,238,673
BS BUSINESS MANAGEMENT,MARKETING MANAGEMENT,65,166,231,44,133,177,71,176,247,59,170,229,0,0,0,0,0,0,239,645,884
BS BUSINESS ADMINISTRATION,MARKETING MANAGEMENT,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
BS HOSPITALITY MANAGEMENT,,62,115,177,57,92,149,43,104,147,76,154,230,0,0,0,0,0,0,238,465,703
BS INDUSTRIAL TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,
,AUTOMOTIVE TECHNOLOGY,67,1,68,33,0,33,39,0,39,70,5,75,0,0,0,0,0,0,209,6,215
,DRAFTING TECHNOLOGY,37,22,59,24,13,37,29,10,39,45,37,82,0,0,0,0,0,0,135,82,217
,ELECTRICAL TECHNOLOGY,57,7,64,23,2,25,24,1,25,95,19,114,0,0,0,0,0,0,199,29,228
,ELECTRONICS TECHNOLOGY,41,10,51,12,5,17,19,8,27,45,27,72,0,0,0,0,0,0,117,50,167
,FASHION APPAREL TECHNOLOGY,7,15,22,1,3,4,0,5,5,1,49,50,0,0,0,0,0,0,9,72,81
,HVAC-R TECHNOLOGY,7,0,7,1,1,2,0,0,0,27,0,27,0,0,0,0,0,0,35,1,36
,MECHANICAL TECHNOLOGY,29,4,33,10,1,11,6,1,7,63,7,70,0,0,0,0,0,0,108,13,121
,STATIONARY MARINE TECHNOLOGY,27,5,32,11,2,13,7,1,8,40,15,55,0,0,0,0,0,0,85,23,108
,WELDING & FABRICATION TECHNOLOGY,36,2,38,13,5,18,20,2,22,47,12,59,0,0,0,0,0,0,116,21,137
,,308,66,374,128,32,160,144,28,172,433,171,604,0,0,0,0,0,0,1013,297,1310
BACHELOR OF TECHNICAL VOCATIONAL TEACHER EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AUTOMOTIVE TECHNOLOGY,8,0,8,4,2,6,4,0,4,2,0,2,0,0,0,0,0,0,18,2,20
,ELECTRICAL TECHNOLOGY,2,2,4,3,2,5,2,0,2,6,4,10,0,0,0,0,0,0,13,8,21
,ELECTRONICS TECHNOLOGY,4,2,6,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,9,2,11
,"GARMENTS, FASHION & DESIGN",3,6,9,1,5,6,0,6,6,0,3,3,0,0,0,0,0,0,4,20,24
,HOTEL & RESTAURANT SERVICES,0,0,0,0,0,0,0,0,0,8,20,28,0,0,0,0,0,0,8,20,28
,FOOD & SERVICE MANAGEMENT,15,23,38,3,30,33,4,16,20,0,0,0,0,0,0,0,0,0,22,69,91
,MECHANICAL TECHNOLOGY,3,0,3,0,0,0,2,0,2,1,0,1,0,0,0,0,0,0,6,0,6
,WELDING & FABRICATION TECHNOLOGY,1,0,1,1,0,1,1,0,1,4,0,4,0,0,0,0,0,0,7,0,7
,,36,33,69,12,39,51,17,22,39,22,27,49,0,0,0,0,0,0,87,121,208
TOTAL,,796,631,1427,597,534,1131,442,553,995,998,799,1797,29,11,40,0,0,0,2862,2528,5390
TEACHER CERTIFICATE PROGRAM,,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19
GRAND TOTAL,,803,643,1446,597,534,1131,442,553,995,998,799,1797,29,11,40,0,0,0,2869,2540,5409
"Prepared by:                                                                                                                                                                                                                                                                                                                                                                                             Noted:by:
MARLYN A. QUINEZ                                                                                                                                                                                                                                           LAURO B. PASCUA, Ed.D.
OIC, REGISTRAR'S OFFICE                                                                                                                                                                                                                                                                                                                                                         CAMPUS ADMINISTRATOR",,,,,,,,,,,,,,,,,,,,,,
,,ENROLLMENT,,,,,,,,,,,,,,,,,,,,
,,JUNIOR HIGH SCHOOL,,,,,,,,,,,,SENIOR HIGH SCHOOL,,,,,,,,
,,GRADE 7,,,GRADE 8,,,GRADE 9,,,GRADE 10,,,GRADE 11,,,GRADE 12,,,TOTAL,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
LABORATORY SCIENCE HIGH SCHOOL,,9,13,22,12,16,28,10,16,26,10,17,27,7,11,18,11,19,30,59,92,151
