PROGRAM NAME,MAJOR,ENROLLMENT,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,FIST YEAR,,,SECOND YEAR,,,THIRD YEAR,,,FOURTH YEAR,,,FIFTH YEAR,,,SIXTH YEAR,,,TOTAL YEAR,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
BS ELECTRICAL ENGINEERING,,36,22,58,0,0,0,27,17,44,49,13,62,0,0,0,0,0,0,112,52,164
BS COMPUTER ENGINEERING (DAY CLASS),,0,0,0,0,0,0,18,14,32,32,13,45,0,0,0,0,0,0,50,27,77
BS COMPUTER ENGINEERING (NIGHT CLASS),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACHELOR OF SECONDARY EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,ENGLISH,9,78,87,20,67,87,0,0,0,0,0,0,0,0,0,0,0,0,29,145,174
,MATHEMATICS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,SCIENCE / BIOLOGICAL SCIENCES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,9,78,87,20,67,87,0,0,0,0,0,0,0,0,0,0,0,0,29,145,174
BS COMPUTER SCIENCE,,0,0,0,34,14,48,19,14,33,20,18,38,0,0,0,0,0,0,73,46,119
BS INFORMATION TECHNOLOGY,,0,0,0,103,41,144,72,61,133,64,39,103,0,0,0,0,0,0,239,141,380
BS BUSINESS MANAGEMENT,MARKETING MANAGEMENT,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
BS BUSINESS ADMINISTRATION,MARKETING MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS HOSPITALITY MANAGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS INDUSTRIAL TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,
,AUTOMOTIVE TECHNOLOGY,90,1,91,0,0,0,35,0,35,32,4,36,0,0,0,0,0,0,157,5,162
,DRAFTING TECHNOLOGY,55,35,90,0,0,0,24,9,33,24,14,38,0,0,0,0,0,0,103,58,161
,ELECTRICAL TECHNOLOGY,73,7,80,0,0,0,23,0,23,47,18,65,0,0,0,0,0,0,143,25,168
,ELECTRONICS TECHNOLOGY,46,13,59,0,0,0,15,4,19,21,14,35,0,0,0,0,0,0,82,31,113
,FASHION APPAREL TECHNOLOGY,7,13,20,0,0,0,0,5,5,0,22,22,0,0,0,0,0,0,7,40,47
,HVAC-R TECHNOLOGY,6,1,7,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,16,1,17
,MECHANICAL TECHNOLOGY,31,3,34,0,0,0,6,1,7,26,7,33,0,0,0,0,0,0,63,11,74
,STATIONARY MARINE TECHNOLOGY,36,6,42,0,0,0,6,1,7,12,10,22,0,0,0,0,0,0,54,17,71
,WELDING & FABRICATION TECHNOLOGY,40,7,47,0,0,0,20,2,22,16,6,22,0,0,0,0,0,0,76,15,91
,,384,86,470,0,0,0,129,22,151,188,95,283,0,0,0,0,0,0,701,203,904
BACHELOR OF TECHNICAL VOCATIONAL TEACHER EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AUTOMOTIVE TECHNOLOGY,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2
,ELECTRICAL TECHNOLOGY,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,5,3,8
,ELECTRONICS TECHNOLOGY,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
,"GARMENTS, FASHION & DESIGN",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
,HOTEL & RESTAURANT SERVICES,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,3,7,10
,FOOD & SERVICE MANAGEMENT,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
,MECHANICAL TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,WELDING & FABRICATION TECHNOLOGY,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3
,,0,1,1,0,0,0,0,0,0,14,11,25,0,0,0,0,0,0,14,12,26
TOTAL,,429,187,616,157,122,279,265,128,393,368,189,557,0,0,0,0,0,0,1219,626,1845
TEACHER CERTIFICATE PROGRAM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND TOTAL,,429,187,616,157,122,279,265,128,393,368,189,557,0,0,0,0,0,0,1219,626,1845
"Prepared by:                                                                                                                                                                                                                                                                                                                                                                                             Noted:by:
MARLYN A. QUINEZ                                                                                                                                                                                                                                           LAURO B. PASCUA, Ed.D.
OIC, REGISTRAR'S OFFICE                                                                                                                                                                                                                                                                                                                                                         CAMPUS ADMINISTRATOR",,,,,,,,,,,,,,,,,,,,,,
,,ENROLLMENT,,,,,,,,,,,,,,,,,,,,
,,JUNIOR HIGH SCHOOL,,,,,,,,,,,,SENIOR HIGH SCHOOL,,,,,,,,
,,GRADE 7,,,GRADE 8,,,GRADE 9,,,GRADE 10,,,GRADE 11,,,GRADE 12,,,TOTAL,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
LABORATORY SCIENCE HIGH SCHOOL,,9,13,22,12,16,28,10,16,26,10,17,27,7,11,18,11,19,30,59,92,151
