PROGRAM NAME,MAJOR,ENROLLMENT,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,FIST YEAR,,,SECOND YEAR,,,THIRD YEAR,,,FOURTH YEAR,,,FIFTH YEAR,,,SIXTH YEAR,,,TOTAL YEAR,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
BS ELECTRICAL ENGINEERING,,78,37,115,35,18,53,46,13,59,47,8,55,15,8,23,0,0,0,221,84,305
BS COMPUTER ENGINEERING (DAY CLASS),,77,24,101,19,14,33,34,15,49,11,15,26,20,10,30,0,0,0,161,78,239
BS COMPUTER ENGINEERING (NIGHT CLASS),,20,8,28,0,0,0,0,0,0,8,4,12,14,9,23,0,0,0,42,21,63
BACHELOR OF SECONDARY EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,ENGLISH,24,75,99,10,77,87,12,49,61,10,51,61,0,0,0,0,0,0,56,252,308
,MATHEMATICS,12,22,34,3,18,21,2,5,7,9,22,31,0,0,0,0,0,0,26,67,93
,SCIENCE / BIOLOGICAL SCIENCES,9,20,29,9,21,30,6,14,20,8,19,27,0,0,0,0,0,0,32,74,106
,,45,117,162,22,116,138,20,68,88,27,92,119,0,0,0,0,0,0,114,393,507
BS COMPUTER SCIENCE,,36,15,51,21,17,38,18,17,35,84,52,136,0,0,0,0,0,0,159,101,260
BS INFORMATION TECHNOLOGY,,111,47,158,86,70,156,64,40,104,100,76,176,0,0,0,0,0,0,361,233,594
BS BUSINESS MANAGEMENT,MARKETING MANAGEMENT,44,137,181,73,182,255,59,175,234,72,252,324,0,0,0,0,0,0,248,746,994
BS BUSINESS ADMINISTRATION,MARKETING MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS HOSPITALITY MANAGEMENT,,59,98,157,46,111,157,37,77,114,41,84,125,0,0,0,0,0,0,183,370,553
BS INDUSTRIAL TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,
,AUTOMOTIVE TECHNOLOGY,36,0,36,42,0,42,37,4,41,27,0,27,0,0,0,0,0,0,142,4,146
,DRAFTING TECHNOLOGY,26,13,39,30,11,41,24,17,41,12,16,28,0,0,0,0,0,0,92,57,149
,ELECTRICAL TECHNOLOGY,25,3,28,26,2,28,54,18,72,36,1,37,0,0,0,0,0,0,141,24,165
,ELECTRONICS TECHNOLOGY,12,8,20,19,8,27,21,15,36,17,4,21,0,0,0,0,0,0,69,35,104
,FASHION APPAREL TECHNOLOGY,1,3,4,0,5,5,0,24,24,1,24,25,0,0,0,0,0,0,2,56,58
,HVAC-R TECHNOLOGY,1,1,2,0,0,0,14,0,14,15,0,15,0,0,0,0,0,0,30,1,31
,MECHANICAL TECHNOLOGY,10,1,11,11,1,12,29,7,36,21,0,21,0,0,0,0,0,0,71,9,80
,STATIONARY MARINE TECHNOLOGY,11,2,13,8,2,10,11,12,23,20,4,24,0,0,0,0,0,0,50,20,70
,WELDING & FABRICATION TECHNOLOGY,14,5,19,21,2,23,22,6,28,25,6,31,0,0,0,0,0,0,82,19,101
,,136,36,172,157,31,188,212,103,315,174,55,229,0,0,0,0,0,0,679,225,904
BACHELOR OF TECHNICAL VOCATIONAL TEACHER EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AUTOMOTIVE TECHNOLOGY,5,2,7,4,0,4,2,0,2,0,0,0,0,0,0,0,0,0,11,2,13
,ELECTRICAL TECHNOLOGY,3,2,5,2,0,2,5,3,8,0,0,0,0,0,0,0,0,0,10,5,15
,ELECTRONICS TECHNOLOGY,0,0,0,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,5,0,5
,"GARMENTS, FASHION & DESIGN",2,5,7,0,7,7,0,1,1,0,0,0,0,0,0,0,0,0,2,13,15
,HOTEL & RESTAURANT SERVICES,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,3,6,9
,FOOD & SERVICE MANAGEMENT,3,30,33,5,16,21,0,0,0,0,0,0,0,0,0,0,0,0,8,46,54
,MECHANICAL TECHNOLOGY,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
,WELDING & FABRICATION TECHNOLOGY,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,4,0,4
,,14,39,53,18,23,41,13,10,23,0,0,0,0,0,0,0,0,0,45,72,117
TOTAL,,620,558,1178,477,582,1059,503,518,1021,564,644,1208,49,27,76,0,0,0,2213,2329,4542
TEACHER CERTIFICATE PROGRAM,,11,22,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,22,33
GRAND TOTAL,,631,580,1211,477,582,1059,503,518,1021,564,644,1208,49,27,76,0,0,0,2224,2351,4575
"Prepared by:                                                                                                                                                                                                                                                                                                                                                                                             Noted:by:
MARLYN A. QUINEZ                                                                                                                                                                                                                                           LAURO B. PASCUA, Ed.D.
OIC, REGISTRAR'S OFFICE                                                                                                                                                                                                                                                                                                                                                         CAMPUS ADMINISTRATOR",,,,,,,,,,,,,,,,,,,,,,
,,ENROLLMENT,,,,,,,,,,,,,,,,,,,,
,,JUNIOR HIGH SCHOOL,,,,,,,,,,,,SENIOR HIGH SCHOOL,,,,,,,,
,,GRADE 7,,,GRADE 8,,,GRADE 9,,,GRADE 10,,,GRADE 11,,,GRADE 12,,,TOTAL,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
LABORATORY SCIENCE HIGH SCHOOL,,9,13,22,12,16,28,10,16,26,10,17,27,7,11,18,11,19,30,59,92,151
