PROGRAM NAME,MAJOR,ENROLLMENT,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,FIST YEAR,,,SECOND YEAR,,,THIRD YEAR,,,FOURTH YEAR,,,FIFTH YEAR,,,SIXTH YEAR,,,TOTAL YEAR,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
BS ELECTRICAL ENGINEERING,,0,0,0,0,0,0,0,0,0,40,9,49,0,0,0,0,0,0,40,9,49
BS COMPUTER ENGINEERING (DAY CLASS),,14,5,19,7,3,10,35,25,60,13,20,33,2,1,3,0,0,0,71,54,125
BS COMPUTER ENGINEERING (NIGHT CLASS),,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BACHELOR OF SECONDARY EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,ENGLISH,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,2,1,3
,MATHEMATICS,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
,SCIENCE / BIOLOGICAL SCIENCES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,3,1,4
BS COMPUTER SCIENCE,,0,0,0,0,0,0,29,18,47,0,1,1,0,0,0,0,0,0,29,19,48
BS INFORMATION TECHNOLOGY,,0,0,0,0,0,0,74,70,144,1,0,1,0,0,0,0,0,0,75,70,145
BS BUSINESS MANAGEMENT,MARKETING MANAGEMENT,0,0,0,0,2,2,46,191,237,0,0,0,0,0,0,0,0,0,46,193,239
BS BUSINESS ADMINISTRATION,MARKETING MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS HOSPITALITY MANAGEMENT,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BS INDUSTRIAL TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,
,AUTOMOTIVE TECHNOLOGY,2,0,2,0,0,0,31,1,32,0,0,0,0,0,0,0,0,0,33,1,34
,DRAFTING TECHNOLOGY,5,0,5,0,0,0,5,9,14,0,0,0,0,0,0,0,0,0,10,9,19
,ELECTRICAL TECHNOLOGY,0,0,0,0,0,0,25,1,26,0,0,0,0,0,0,0,0,0,25,1,26
,ELECTRONICS TECHNOLOGY,0,0,0,0,0,0,13,5,18,0,0,0,0,0,0,0,0,0,13,5,18
,FASHION APPAREL TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,HVAC-R TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MECHANICAL TECHNOLOGY,2,0,2,0,0,0,12,0,12,0,0,0,0,0,0,0,0,0,14,0,14
,STATIONARY MARINE TECHNOLOGY,0,0,0,0,0,0,34,7,41,0,0,0,0,0,0,0,0,0,34,7,41
,WELDING & FABRICATION TECHNOLOGY,0,0,0,0,0,0,7,3,10,0,0,0,0,0,0,0,0,0,7,3,10
,,9,0,9,0,0,0,127,26,153,0,0,0,0,0,0,0,0,0,136,26,162
BACHELOR OF TECHNICAL VOCATIONAL TEACHER EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,AUTOMOTIVE TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ELECTRICAL TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,ELECTRONICS TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,"GARMENTS, FASHION & DESIGN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,HOTEL & RESTAURANT SERVICES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,FOOD & SERVICE MANAGEMENT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,MECHANICAL TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,WELDING & FABRICATION TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TOTAL,,37,27,64,17,43,60,315,337,652,54,30,84,2,1,3,0,0,0,425,438,863
TEACHER CERTIFICATE PROGRAM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GRAND TOTAL,,37,27,64,17,43,60,315,337,652,54,30,84,2,1,3,0,0,0,425,438,863
"Prepared by:                                                                                                                                                                                                                                                                                                                                                                                             Noted:by:
MARLYN A. QUINEZ                                                                                                                                                                                                                                           LAURO B. PASCUA, Ed.D.
OIC, REGISTRAR'S OFFICE                                                                                                                                                                                                                                                                                                                                                         CAMPUS ADMINISTRATOR",,,,,,,,,,,,,,,,,,,,,,
,,ENROLLMENT,,,,,,,,,,,,,,,,,,,,
,,JUNIOR HIGH SCHOOL,,,,,,,,,,,,SENIOR HIGH SCHOOL,,,,,,,,
,,GRADE 7,,,GRADE 8,,,GRADE 9,,,GRADE 10,,,GRADE 11,,,GRADE 12,,,TOTAL,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
LABORATORY SCIENCE HIGH SCHOOL,,9,13,22,12,16,28,10,16,26,10,17,27,7,11,18,11,19,30,59,92,151
