PROGRAM NAME,MAJOR,ENROLLMENT,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,,FIST YEAR,,,SECOND YEAR,,,THIRD YEAR,,,FOURTH YEAR,,,FIFTH YEAR,,,SIXTH YEAR,,,TOTAL YEAR,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
BS ELECTRICAL ENGINEERING,,55,12,67,32,15,47,30,18,48,86,46,132,0,0,0,0,0,0,203,91,294
BS COMPUTER ENGINEERING (DAY CLASS),,53,27,80,24,18,42,26,13,39,62,25,87,0,0,0,0,0,0,165,83,248
BS COMPUTER ENGINEERING (NIGHT CLASS),,22,12,34,0,0,0,16,6,22,21,7,28,0,0,0,0,0,0,59,25,84
BACHELOR OF SECONDARY EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,ENGLISH,23,43,66,9,41,50,9,73,82,16,59,75,0,0,0,0,0,0,57,216,273
,MATHEMATICS,28,40,68,12,40,52,7,15,22,10,18,28,0,0,0,0,0,0,57,113,170
,SCIENCE / BIOLOGICAL SCIENCES,22,44,66,8,33,41,12,13,25,8,16,24,0,0,0,0,0,0,50,106,156
,,73,127,200,29,114,143,28,101,129,34,93,127,0,0,0,0,0,0,164,435,599
BS COMPUTER SCIENCE,,114,47,161,83,26,109,63,30,93,36,15,51,0,0,0,0,0,0,296,118,414
BS INFORMATION TECHNOLOGY,,121,36,157,70,26,96,94,40,134,109,39,148,0,0,0,0,0,0,394,141,535
BS BUSINESS MANAGEMENT,MARKETING MANAGEMENT,1,1,2,1,0,1,60,162,222,37,119,156,0,0,0,0,0,0,99,282,381
BS BUSINESS ADMINISTRATION,MARKETING MANAGEMENT,82,194,276,77,189,266,0,0,0,0,0,0,0,0,0,0,0,0,159,383,542
BS HOSPITALITY MANAGEMENT,,92,145,237,85,124,209,52,104,156,51,84,135,0,0,0,0,0,0,280,457,737
BS INDUSTRIAL TECHNOLOGY,,,,,,,,,,,,,,,,,,,,,,
,AUTOMOTIVE TECHNOLOGY,82,3,85,72,2,74,86,1,87,61,4,65,0,0,0,0,0,0,301,10,311
,DRAFTING TECHNOLOGY,47,40,87,40,21,61,53,32,85,46,21,67,0,0,0,0,0,0,186,114,300
,ELECTRICAL TECHNOLOGY,66,20,86,44,6,50,60,5,65,65,15,80,0,0,0,0,0,0,235,46,281
,ELECTRONICS TECHNOLOGY,65,23,88,45,23,68,38,12,50,32,16,48,0,0,0,0,0,0,180,74,254
,FASHION APPAREL TECHNOLOGY,5,22,27,3,23,26,6,11,17,0,22,22,0,0,0,0,0,0,14,78,92
,HVAC-R TECHNOLOGY,20,2,22,3,0,3,5,1,6,9,0,9,0,0,0,0,0,0,37,3,40
,MECHANICAL TECHNOLOGY,55,7,62,24,1,25,24,3,27,35,8,43,0,0,0,0,0,0,138,19,157
,STATIONARY MARINE TECHNOLOGY,27,5,32,48,10,58,34,5,39,17,10,27,0,0,0,0,0,0,126,30,156
,WELDING & FABRICATION TECHNOLOGY,58,4,62,34,4,38,37,7,44,31,8,39,0,0,0,0,0,0,160,23,183
,,425,126,551,313,90,403,343,77,420,296,104,400,0,0,0,0,0,0,1377,397,1774
BACHELOR OF TECHNICAL VOCATIONAL TEACHER EDUCATION,,,,,,,,,,,,,,,,,,,,,,
,-,11,42,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42,53
,AUTOMOTIVE TECHNOLOGY,0,0,0,5,2,7,6,0,6,5,2,7,0,0,0,0,0,0,16,4,20
,ELECTRICAL TECHNOLOGY,0,0,0,0,0,0,3,0,3,3,1,4,0,0,0,0,0,0,6,1,7
,ELECTRONICS TECHNOLOGY,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,2
,"GARMENTS, FASHION & DESIGN",0,0,0,0,0,0,3,5,8,1,3,4,0,0,0,0,0,0,4,8,12
,HOTEL & RESTAURANT SERVICES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,FOOD & SERVICE MANAGEMENT,0,0,0,5,10,15,10,16,26,3,28,31,0,0,0,0,0,0,18,54,72
,MECHANICAL TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,WELDING & FABRICATION TECHNOLOGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,11,42,53,10,12,22,23,22,45,12,34,46,0,0,0,0,0,0,56,110,166
TOTAL,,1049,769,1818,724,614,1338,735,573,1308,744,566,1310,0,0,0,0,0,0,3252,2522,5774
TEACHER CERTIFICATE PROGRAM,,11,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,16,27
GRAND TOTAL,,1060,785,1845,724,614,1338,735,573,1308,744,566,1310,0,0,0,0,0,0,3263,2538,5801
"Prepared by:                                                                                                                                                                                                                                                                                                                                                                                             Noted:by:
MARLYN A. QUINEZ                                                                                                                                                                                                                                           LAURO B. PASCUA, Ed.D.
OIC, REGISTRAR'S OFFICE                                                                                                                                                                                                                                                                                                                                                         CAMPUS ADMINISTRATOR",,,,,,,,,,,,,,,,,,,,,,
,,ENROLLMENT,,,,,,,,,,,,,,,,,,,,
,,JUNIOR HIGH SCHOOL,,,,,,,,,,,,SENIOR HIGH SCHOOL,,,,,,,,
,,GRADE 7,,,GRADE 8,,,GRADE 9,,,GRADE 10,,,GRADE 11,,,GRADE 12,,,TOTAL,,
,,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total,Male,Female,Total
LABORATORY SCIENCE HIGH SCHOOL,,9,13,22,12,16,28,10,16,26,10,17,27,7,11,18,11,19,30,59,92,151
